customer_id,recency,frequency,monetary,customer_type,r_score,f_score,m_score,rfm_score,rfm_avg_score,segment
C01809,124,6,2035.22,Regular,3,4,3,343,3.3333333333333335,Promising
C01810,285,3,234.24,Regular,5,1,1,511,2.3333333333333335,New Customers
C01811,345,3,638.82,Regular,5,1,1,511,2.3333333333333335,New Customers
C01812,31,6,643.33,Regular,1,4,1,141,2.0,Others
C01813,23,5,6605.05,Regular,1,3,5,135,3.0,At Risk
C01814,105,7,3666.86,VIP,3,4,5,345,4.0,Loyal Customers
C01815,113,4,708.03,VIP,3,2,1,321,2.0,Others
C01816,59,4,1041.5,VIP,2,2,2,222,2.0,About to Sleep
C01817,159,6,2305.59,Occasional,4,4,4,444,4.0,Champions
C01818,225,2,151.78,Regular,5,1,1,511,2.3333333333333335,New Customers
C01819,194,4,687.92,Regular,4,2,1,421,2.3333333333333335,New Customers
C01820,27,5,3960.04,Regular,1,3,5,135,3.0,At Risk
C01821,30,4,817.1600000000001,Occasional,1,2,2,122,1.6666666666666667,About to Sleep
C01822,201,10,4331.6,Occasional,4,5,5,455,4.666666666666667,Champions
C01823,89,6,1854.45,Regular,3,4,3,343,3.3333333333333335,Promising
C01824,200,5,856.18,Regular,4,3,2,432,3.0,Potential Loyalists
C01825,47,4,2983.25,Occasional,2,2,4,224,2.6666666666666665,About to Sleep
C01826,89,2,60.89,Regular,3,1,1,311,1.6666666666666667,Others
C01827,107,4,4686.1,VIP,3,2,5,325,3.3333333333333335,Promising
C01828,40,4,891.22,Regular,2,2,2,222,2.0,About to Sleep
C01829,93,6,3272.12,VIP,3,4,4,344,3.6666666666666665,Loyal Customers
C01830,314,2,758.6,Regular,5,1,2,512,2.6666666666666665,New Customers
C01831,58,8,3536.82,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C01832,116,9,4658.53,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C01833,1,6,1803.98,VIP,1,4,3,143,2.6666666666666665,At Risk
C01834,100,5,1149.04,VIP,3,3,2,332,2.6666666666666665,Promising
C01835,22,3,3261.29,Regular,1,1,4,114,2.0,About to Sleep
C01836,56,6,1859.97,Occasional,2,4,3,243,3.0,At Risk
C01837,119,6,757.29,Regular,3,4,2,342,3.0,Promising
C01838,410,3,1501.52,Occasional,5,1,3,513,3.0,New Customers
C01839,218,3,127.5,Regular,4,1,1,411,2.0,New Customers
C01840,15,7,3063.1600000000003,Regular,1,4,4,144,3.0,Loyal Customers
C01841,128,4,1299.1799999999998,Regular,3,2,2,322,2.3333333333333335,Promising
C01842,97,3,448.57000000000005,Occasional,3,1,1,311,1.6666666666666667,Others
C01843,246,5,819.3,Regular,5,3,2,532,3.3333333333333335,Potential Loyalists
C01844,57,5,2206.22,Regular,2,3,4,234,3.0,At Risk
C01845,25,8,3685.9,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01846,110,7,1591.73,Occasional,3,4,3,343,3.3333333333333335,Promising
C01847,134,3,1183.3799999999999,Regular,4,1,2,412,2.3333333333333335,New Customers
C01848,212,4,4045.08,Regular,4,2,5,425,3.6666666666666665,New Customers
C01849,112,4,822.86,Occasional,3,2,2,322,2.3333333333333335,Promising
C01850,136,7,9374.94,Regular,4,4,5,445,4.333333333333333,Champions
C01851,262,4,1940.9599999999998,Regular,5,2,3,523,3.3333333333333335,New Customers
C01852,81,6,3045.61,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01853,290,3,625.91,Regular,5,1,1,511,2.3333333333333335,New Customers
C01854,8,8,3025.29,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C01855,2,11,5579.3099999999995,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01856,3,4,611.09,Regular,1,2,1,121,1.3333333333333333,About to Sleep
C01857,102,4,740.02,Occasional,3,2,2,322,2.3333333333333335,Promising
C01858,41,5,3198.21,Regular,2,3,4,234,3.0,At Risk
C01859,103,7,2601.35,VIP,3,4,4,344,3.6666666666666665,Loyal Customers
C01860,201,4,1066.12,Regular,4,2,2,422,2.6666666666666665,New Customers
C01861,43,6,2323.04,Occasional,2,4,4,244,3.3333333333333335,Loyal Customers
C01862,254,4,1162.34,Regular,5,2,2,522,3.0,New Customers
C01863,3,9,3065.52,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C01864,10,4,215.74,Occasional,1,2,1,121,1.3333333333333333,About to Sleep
C01865,171,2,565.44,Regular,4,1,1,411,2.0,New Customers
C01866,6,6,2973.43,Occasional,1,4,4,144,3.0,Loyal Customers
C01867,100,2,1694.2700000000002,Regular,3,1,3,313,2.3333333333333335,Others
C01868,292,3,877.21,VIP,5,1,2,512,2.6666666666666665,New Customers
C01869,78,6,1587.44,Regular,3,4,3,343,3.3333333333333335,Promising
C01870,210,8,5713.57,VIP,4,5,5,455,4.666666666666667,Champions
C01871,27,3,590.71,Regular,1,1,1,111,1.0,About to Sleep
C01872,110,5,4914.4400000000005,Regular,3,3,5,335,3.6666666666666665,Promising
C01873,63,5,2714.58,VIP,2,3,4,234,3.0,At Risk
C01874,729,1,298.56,Regular,5,1,1,511,2.3333333333333335,New Customers
C01875,59,1,178.08,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01876,15,3,941.03,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C01877,45,4,3974.6000000000004,Regular,2,2,5,225,3.0,About to Sleep
C01878,42,9,2596.0,VIP,2,5,4,254,3.6666666666666665,Loyal Customers
C01879,153,6,5468.15,VIP,4,4,5,445,4.333333333333333,Champions
C01880,183,4,1957.85,Regular,4,2,3,423,3.0,New Customers
C01881,169,4,1106.3,Occasional,4,2,2,422,2.6666666666666665,New Customers
C01882,200,4,4611.46,Regular,4,2,5,425,3.6666666666666665,New Customers
C01883,80,9,7038.200000000001,VIP,3,5,5,355,4.333333333333333,Loyal Customers
C01884,238,4,2468.16,Regular,5,2,4,524,3.6666666666666665,New Customers
C01885,278,4,1627.6000000000001,VIP,5,2,3,523,3.3333333333333335,New Customers
C01886,128,5,3056.6000000000004,VIP,3,3,4,334,3.3333333333333335,Promising
C01887,83,10,2775.62,Regular,3,5,4,354,4.0,Loyal Customers
C01888,20,6,4037.34,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01889,241,6,4805.1,VIP,5,4,5,545,4.666666666666667,Champions
C01890,213,6,3158.52,VIP,4,4,4,444,4.0,Champions
C01891,18,7,1171.31,Regular,1,4,2,142,2.3333333333333335,Others
C01892,18,6,2925.97,Regular,1,4,4,144,3.0,Loyal Customers
C01893,194,2,627.3299999999999,VIP,4,1,1,411,2.0,New Customers
C01894,98,3,1578.57,Regular,3,1,3,313,2.3333333333333335,Others
C01895,21,10,6030.5199999999995,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01896,159,6,10717.61,Regular,4,4,5,445,4.333333333333333,Champions
C01897,269,4,4511.93,Regular,5,2,5,525,4.0,New Customers
C01898,99,5,1401.27,Regular,3,3,3,333,3.0,Promising
C01899,29,6,2193.24,VIP,1,4,4,144,3.0,Loyal Customers
C01900,78,5,3593.69,VIP,3,3,4,334,3.3333333333333335,Promising
C01901,222,3,2477.46,VIP,4,1,4,414,3.0,New Customers
C01902,502,2,1752.9699999999998,Regular,5,1,3,513,3.0,New Customers
C01903,9,5,544.97,Occasional,1,3,1,131,1.6666666666666667,Others
C01904,195,6,1462.3399999999997,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C01905,139,4,1197.15,Regular,4,2,2,422,2.6666666666666665,New Customers
C01906,341,3,3928.16,Regular,5,1,5,515,3.6666666666666665,New Customers
C01907,166,5,4007.77,Regular,4,3,5,435,4.0,Potential Loyalists
C01908,61,6,1958.3200000000002,Regular,2,4,3,243,3.0,At Risk
C01909,11,9,2852.31,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C01910,194,2,764.51,Regular,4,1,2,412,2.3333333333333335,New Customers
C01911,8,7,5651.33,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01912,13,7,2174.11,Regular,1,4,4,144,3.0,Loyal Customers
C01913,48,3,921.77,Occasional,2,1,2,212,1.6666666666666667,About to Sleep
C01914,104,6,2718.0299999999997,Occasional,3,4,4,344,3.6666666666666665,Loyal Customers
C01915,266,2,553.65,Regular,5,1,1,511,2.3333333333333335,New Customers
C01916,205,6,4635.17,VIP,4,4,5,445,4.333333333333333,Champions
C01917,217,4,874.54,Regular,4,2,2,422,2.6666666666666665,New Customers
C01918,153,6,1193.27,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01919,411,2,2743.74,VIP,5,1,4,514,3.3333333333333335,New Customers
C01920,371,3,908.65,Regular,5,1,2,512,2.6666666666666665,New Customers
C01921,79,8,1813.3600000000001,Occasional,3,5,3,353,3.6666666666666665,Promising
C01922,250,7,1620.99,Regular,5,4,3,543,4.0,Potential Loyalists
C01923,573,2,450.21000000000004,Regular,5,1,1,511,2.3333333333333335,New Customers
C01924,196,4,1319.23,VIP,4,2,2,422,2.6666666666666665,New Customers
C01925,275,6,2585.4,Regular,5,4,4,544,4.333333333333333,Champions
C01926,38,9,5859.1900000000005,Regular,2,5,5,255,4.0,Loyal Customers
C01927,151,4,806.06,Regular,4,2,2,422,2.6666666666666665,New Customers
C01928,314,3,86.46000000000001,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01929,51,7,2447.03,VIP,2,4,4,244,3.3333333333333335,Loyal Customers
C01930,199,7,6863.08,Regular,4,4,5,445,4.333333333333333,Champions
C01931,118,4,364.14,Regular,3,2,1,321,2.0,Others
C01932,242,5,666.58,Regular,5,3,1,531,3.0,Potential Loyalists
C01933,74,7,2493.61,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01934,49,4,2734.5299999999997,VIP,2,2,4,224,2.6666666666666665,About to Sleep
C01935,5,4,1010.3599999999999,Occasional,1,2,2,122,1.6666666666666667,About to Sleep
C01936,32,7,5775.62,VIP,2,4,5,245,3.6666666666666665,Loyal Customers
C01937,245,3,411.38,Regular,5,1,1,511,2.3333333333333335,New Customers
C01938,469,2,297.97,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01939,97,7,4139.68,Regular,3,4,5,345,4.0,Loyal Customers
C01940,180,6,4862.53,VIP,4,4,5,445,4.333333333333333,Champions
C01941,222,4,795.3700000000001,VIP,4,2,2,422,2.6666666666666665,New Customers
C01942,435,3,393.67,Regular,5,1,1,511,2.3333333333333335,New Customers
C01943,8,8,5577.2,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01944,276,3,716.2,Regular,5,1,2,512,2.6666666666666665,New Customers
C01945,26,7,2748.19,Occasional,1,4,4,144,3.0,Loyal Customers
C01946,66,7,4523.96,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01947,105,8,5171.780000000001,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C01948,49,7,3682.42,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01949,2,6,8067.23,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01950,58,4,894.53,Occasional,2,2,2,222,2.0,About to Sleep
C01951,122,6,2788.86,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01952,20,4,1734.03,Regular,1,2,3,123,2.0,About to Sleep
C01953,52,4,611.75,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C01954,374,6,1519.3400000000001,Regular,5,4,3,543,4.0,Potential Loyalists
C01955,203,3,547.77,Regular,4,1,1,411,2.0,New Customers
C01956,23,5,6854.27,Regular,1,3,5,135,3.0,At Risk
C01957,30,7,2618.89,Regular,1,4,4,144,3.0,Loyal Customers
C01958,76,4,1983.1200000000001,VIP,3,2,3,323,2.6666666666666665,Promising
C01959,40,5,286.79,Regular,2,3,1,231,2.0,Others
C01960,74,2,798.77,Occasional,3,1,2,312,2.0,Others
C01961,89,5,1353.01,Regular,3,3,3,333,3.0,Promising
C01962,16,8,2617.56,VIP,1,5,4,154,3.3333333333333335,Loyal Customers
C01963,368,4,3715.08,Regular,5,2,5,525,4.0,New Customers
C01964,38,4,551.8,Regular,2,2,1,221,1.6666666666666667,About to Sleep
C01965,31,8,709.14,Regular,1,5,1,151,2.3333333333333335,Others
C01966,427,3,1745.52,Regular,5,1,3,513,3.0,New Customers
C01967,250,3,2303.36,VIP,5,1,4,514,3.3333333333333335,New Customers
C01968,216,3,2281.94,Regular,4,1,4,414,3.0,New Customers
C01969,85,6,1944.4699999999998,Regular,3,4,3,343,3.3333333333333335,Promising
C01970,416,3,351.3,Regular,5,1,1,511,2.3333333333333335,New Customers
C01971,294,5,4156.79,Regular,5,3,5,535,4.333333333333333,Potential Loyalists
C01972,113,7,2270.13,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01973,14,7,7699.91,Occasional,1,4,5,145,3.3333333333333335,Loyal Customers
C01974,521,3,5898.29,Regular,5,1,5,515,3.6666666666666665,New Customers
C01975,363,3,1036.95,Regular,5,1,2,512,2.6666666666666665,New Customers
C01976,28,5,1852.28,Regular,1,3,3,133,2.3333333333333335,At Risk
C01977,79,5,1737.9299999999998,Occasional,3,3,3,333,3.0,Promising
C01978,204,6,1420.49,Regular,4,4,3,443,3.6666666666666665,Potential Loyalists
C01979,255,1,1206.41,Regular,5,1,2,512,2.6666666666666665,New Customers
C01980,16,5,560.16,Occasional,1,3,1,131,1.6666666666666667,Others
C01981,284,2,524.6800000000001,Regular,5,1,1,511,2.3333333333333335,New Customers
C01982,171,5,1072.0,Regular,4,3,2,432,3.0,Potential Loyalists
C01983,108,5,1700.7999999999997,Regular,3,3,3,333,3.0,Promising
C01984,560,1,255.8,Regular,5,1,1,511,2.3333333333333335,New Customers
C01985,623,2,320.53,Regular,5,1,1,511,2.3333333333333335,New Customers
C01986,127,6,1035.31,Regular,3,4,2,342,3.0,Promising
C01987,188,7,2687.39,VIP,4,4,4,444,4.0,Champions
C01988,87,2,1147.75,Regular,3,1,2,312,2.0,Others
C01989,27,3,1465.2800000000002,Regular,1,1,3,113,1.6666666666666667,About to Sleep
C01990,173,3,1211.49,Regular,4,1,2,412,2.3333333333333335,New Customers
C01991,137,6,2527.7000000000003,VIP,4,4,4,444,4.0,Champions
C01992,31,8,6569.46,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01993,261,9,8013.75,Regular,5,5,5,555,5.0,Champions
C01994,576,1,1690.17,Regular,5,1,3,513,3.0,New Customers
C01995,97,8,2671.59,Regular,3,5,4,354,4.0,Loyal Customers
C01996,145,4,3148.14,Regular,4,2,4,424,3.3333333333333335,New Customers
C01997,73,10,3312.29,Regular,3,5,4,354,4.0,Loyal Customers
C01998,216,5,635.18,Regular,4,3,1,431,2.6666666666666665,Potential Loyalists
C01999,140,8,4789.099999999999,Occasional,4,5,5,455,4.666666666666667,Champions
